filename	label	category	font	augment_type
000405.png	+	halfwidth_symbols	BIZ-UDMincho	rotate_2.0
000404.png	{	halfwidth_symbols	UDEVGothic	rotate_2.0
000406.png	J	halfwidth_alnum	BIZ-UDGothic	rotate_2.0
000407.png	]	halfwidth_symbols	HiraginoMincho ProN	contrast_1.1
000408.png	'	halfwidth_symbols	HiraginoMincho ProN	original
000409.png	c	halfwidth_alnum	HiraginoKakuGothic W3	blur_1.0
000410.png	'	halfwidth_symbols	HiraginoMincho ProN	rotate_2.0
000411.png	c	halfwidth_alnum	HiraginoKakuGothic W3	noise_0.02
000412.png	J	halfwidth_alnum	BIZ-UDGothic	blur_1.0
000413.png	+	halfwidth_symbols	BIZ-UDMincho	blur_1.0
000414.png	{	halfwidth_symbols	UDEVGothic	blur_1.0
000415.png	c	halfwidth_alnum	HiraginoKakuGothic W3	contrast_1.1
000417.png	j	halfwidth_alnum	HiraginoKakuGothic W3	original
000416.png	J	halfwidth_alnum	BIZ-UDGothic	noise_0.02
000419.png	'	halfwidth_symbols	HiraginoMincho ProN	blur_1.0
000418.png	+	halfwidth_symbols	BIZ-UDMincho	noise_0.02
000421.png	J	halfwidth_alnum	BIZ-UDGothic	contrast_1.1
000420.png	{	halfwidth_symbols	UDEVGothic	noise_0.02
000422.png	+	halfwidth_symbols	BIZ-UDMincho	contrast_1.1
000423.png	{	halfwidth_symbols	UDEVGothic	contrast_1.1
000424.png	j	halfwidth_alnum	HiraginoKakuGothic W3	rotate_2.0
000425.png	'	halfwidth_symbols	HiraginoMincho ProN	noise_0.02
000426.png	O	halfwidth_alnum	BIZ-UDGothic	original
000427.png	{	halfwidth_symbols	BIZ-UDMincho	original
000429.png	]	halfwidth_symbols	UDEVGothic	original
000428.png	'	halfwidth_symbols	HiraginoMincho ProN	contrast_1.1
000431.png	O	halfwidth_alnum	BIZ-UDGothic	rotate_2.0
000430.png	]	halfwidth_symbols	UDEVGothic	rotate_2.0
000432.png	{	halfwidth_symbols	BIZ-UDMincho	rotate_2.0
000433.png	+	halfwidth_symbols	HiraginoMincho ProN	original
000434.png	+	halfwidth_symbols	HiraginoMincho ProN	rotate_2.0
000435.png	j	halfwidth_alnum	HiraginoKakuGothic W3	blur_1.0
000436.png	j	halfwidth_alnum	HiraginoKakuGothic W3	noise_0.02
000437.png	j	halfwidth_alnum	HiraginoKakuGothic W3	contrast_1.1
000438.png	]	halfwidth_symbols	UDEVGothic	blur_1.0
000439.png	O	halfwidth_alnum	BIZ-UDGothic	blur_1.0
000441.png	]	halfwidth_symbols	HiraginoKakuGothic W3	original
000440.png	{	halfwidth_symbols	BIZ-UDMincho	blur_1.0
000442.png	]	halfwidth_symbols	UDEVGothic	noise_0.02
000443.png	]	halfwidth_symbols	HiraginoKakuGothic W3	rotate_2.0
000444.png	]	halfwidth_symbols	UDEVGothic	contrast_1.1
000446.png	+	halfwidth_symbols	HiraginoMincho ProN	blur_1.0
000445.png	{	halfwidth_symbols	BIZ-UDMincho	noise_0.02
000447.png	O	halfwidth_alnum	BIZ-UDGothic	noise_0.02
000449.png	|	halfwidth_symbols	UDEVGothic	original
000448.png	{	halfwidth_symbols	BIZ-UDMincho	contrast_1.1
000450.png	O	halfwidth_alnum	BIZ-UDGothic	contrast_1.1
000453.png	|	halfwidth_symbols	BIZ-UDMincho	original
000451.png	|	halfwidth_symbols	UDEVGothic	rotate_2.0
000452.png	+	halfwidth_symbols	HiraginoMincho ProN	noise_0.02
000454.png	i	halfwidth_alnum	BIZ-UDGothic	original
000455.png	+	halfwidth_symbols	HiraginoMincho ProN	contrast_1.1
000456.png	]	halfwidth_symbols	HiraginoKakuGothic W3	blur_1.0
000457.png	{	halfwidth_symbols	HiraginoMincho ProN	original
000458.png	i	halfwidth_alnum	BIZ-UDGothic	rotate_2.0
000459.png	|	halfwidth_symbols	BIZ-UDMincho	rotate_2.0
000460.png	{	halfwidth_symbols	HiraginoMincho ProN	rotate_2.0
000461.png	]	halfwidth_symbols	HiraginoKakuGothic W3	noise_0.02
000462.png	]	halfwidth_symbols	HiraginoKakuGothic W3	contrast_1.1
000463.png	|	halfwidth_symbols	UDEVGothic	blur_1.0
000464.png	"	halfwidth_symbols	HiraginoKakuGothic W3	original
000465.png	"	halfwidth_symbols	HiraginoKakuGothic W3	rotate_2.0
000466.png	|	halfwidth_symbols	UDEVGothic	noise_0.02
000467.png	i	halfwidth_alnum	BIZ-UDGothic	blur_1.0
000468.png	|	halfwidth_symbols	UDEVGothic	contrast_1.1
000469.png	|	halfwidth_symbols	BIZ-UDMincho	blur_1.0
000470.png	{	halfwidth_symbols	HiraginoMincho ProN	blur_1.0
000471.png	}	halfwidth_symbols	UDEVGothic	original
000472.png	i	halfwidth_alnum	BIZ-UDGothic	noise_0.02
000473.png	|	halfwidth_symbols	BIZ-UDMincho	noise_0.02
000474.png	i	halfwidth_alnum	BIZ-UDGothic	contrast_1.1
000475.png	}	halfwidth_symbols	UDEVGothic	rotate_2.0
000477.png	|	halfwidth_symbols	BIZ-UDMincho	contrast_1.1
000476.png	{	halfwidth_symbols	HiraginoMincho ProN	noise_0.02
000478.png	{	halfwidth_symbols	HiraginoMincho ProN	contrast_1.1
000479.png	j	halfwidth_alnum	BIZ-UDGothic	original
000481.png	^	halfwidth_symbols	BIZ-UDMincho	original
000480.png	"	halfwidth_symbols	HiraginoKakuGothic W3	blur_1.0
000482.png	^	halfwidth_symbols	HiraginoMincho ProN	original
000484.png	^	halfwidth_symbols	HiraginoMincho ProN	rotate_2.0
000483.png	"	halfwidth_symbols	HiraginoKakuGothic W3	noise_0.02
000485.png	^	halfwidth_symbols	BIZ-UDMincho	rotate_2.0
000486.png	j	halfwidth_alnum	BIZ-UDGothic	rotate_2.0
000487.png	"	halfwidth_symbols	HiraginoKakuGothic W3	contrast_1.1
000488.png	}	halfwidth_symbols	UDEVGothic	blur_1.0
000489.png	^	halfwidth_symbols	HiraginoKakuGothic W3	original
000490.png	^	halfwidth_symbols	HiraginoKakuGothic W3	rotate_2.0
000491.png	}	halfwidth_symbols	UDEVGothic	noise_0.02
000492.png	}	halfwidth_symbols	UDEVGothic	contrast_1.1
000493.png	^	halfwidth_symbols	HiraginoMincho ProN	blur_1.0
000494.png	j	halfwidth_alnum	BIZ-UDGothic	blur_1.0
000495.png	^	halfwidth_symbols	UDEVGothic	original
000496.png	^	halfwidth_symbols	BIZ-UDMincho	blur_1.0
000497.png	^	halfwidth_symbols	UDEVGothic	rotate_2.0
000498.png	^	halfwidth_symbols	HiraginoMincho ProN	noise_0.02
000499.png	^	halfwidth_symbols	BIZ-UDMincho	noise_0.02
000500.png	j	halfwidth_alnum	BIZ-UDGothic	noise_0.02
000501.png	^	halfwidth_symbols	HiraginoMincho ProN	contrast_1.1
000502.png	^	halfwidth_symbols	BIZ-UDMincho	contrast_1.1
000503.png	j	halfwidth_alnum	BIZ-UDGothic	contrast_1.1
000504.png	^	halfwidth_symbols	HiraginoKakuGothic W3	blur_1.0
000505.png	|	halfwidth_symbols	HiraginoMincho ProN	original
000507.png	]	halfwidth_symbols	BIZ-UDGothic	original
000506.png	}	halfwidth_symbols	BIZ-UDMincho	original
000508.png	^	halfwidth_symbols	HiraginoKakuGothic W3	noise_0.02
000510.png	^	halfwidth_symbols	HiraginoKakuGothic W3	contrast_1.1
000509.png	}	halfwidth_symbols	BIZ-UDMincho	rotate_2.0
000511.png	]	halfwidth_symbols	BIZ-UDGothic	rotate_2.0
000513.png	^	halfwidth_symbols	UDEVGothic	blur_1.0
000514.png	}	halfwidth_symbols	HiraginoKakuGothic W3	original
000512.png	|	halfwidth_symbols	HiraginoMincho ProN	rotate_2.0
000515.png	^	halfwidth_symbols	UDEVGothic	noise_0.02
000516.png	}	halfwidth_symbols	HiraginoKakuGothic W3	rotate_2.0
000517.png	^	halfwidth_symbols	UDEVGothic	contrast_1.1
000518.png	[	halfwidth_symbols	UDEVGothic	original
000519.png	}	halfwidth_symbols	BIZ-UDMincho	blur_1.0
000521.png	]	halfwidth_symbols	BIZ-UDGothic	blur_1.0
000520.png	[	halfwidth_symbols	UDEVGothic	rotate_2.0
000522.png	|	halfwidth_symbols	HiraginoMincho ProN	blur_1.0
000523.png	}	halfwidth_symbols	BIZ-UDMincho	noise_0.02
000524.png	]	halfwidth_symbols	BIZ-UDGothic	noise_0.02
000527.png	]	halfwidth_symbols	BIZ-UDGothic	contrast_1.1
000525.png	}	halfwidth_symbols	HiraginoKakuGothic W3	blur_1.0
000526.png	}	halfwidth_symbols	BIZ-UDMincho	contrast_1.1
000528.png	|	halfwidth_symbols	HiraginoMincho ProN	noise_0.02
000529.png	|	halfwidth_symbols	HiraginoMincho ProN	contrast_1.1
000530.png	#	halfwidth_symbols	BIZ-UDGothic	original
000531.png	!	halfwidth_symbols	BIZ-UDMincho	original
000532.png	}	halfwidth_symbols	HiraginoKakuGothic W3	noise_0.02
000533.png	[	halfwidth_symbols	UDEVGothic	blur_1.0
000534.png	}	halfwidth_symbols	HiraginoKakuGothic W3	contrast_1.1
000535.png	!	halfwidth_symbols	BIZ-UDMincho	rotate_2.0
000537.png	#	halfwidth_symbols	BIZ-UDGothic	rotate_2.0
000536.png	!	halfwidth_symbols	HiraginoMincho ProN	original
000538.png	|	halfwidth_symbols	HiraginoKakuGothic W3	original
000539.png	[	halfwidth_symbols	UDEVGothic	noise_0.02
000540.png	[	halfwidth_symbols	UDEVGothic	contrast_1.1
000541.png	|	halfwidth_symbols	HiraginoKakuGothic W3	rotate_2.0
000542.png	!	halfwidth_symbols	HiraginoMincho ProN	rotate_2.0
000543.png	+	halfwidth_symbols	UDEVGothic	original
000544.png	+	halfwidth_symbols	UDEVGothic	rotate_2.0
000545.png	!	halfwidth_symbols	BIZ-UDMincho	blur_1.0
000546.png	#	halfwidth_symbols	BIZ-UDGothic	blur_1.0
000547.png	!	halfwidth_symbols	BIZ-UDMincho	noise_0.02
000549.png	!	halfwidth_symbols	BIZ-UDMincho	contrast_1.1
000551.png	|	halfwidth_symbols	HiraginoKakuGothic W3	blur_1.0
000550.png	!	halfwidth_symbols	HiraginoMincho ProN	blur_1.0
000548.png	#	halfwidth_symbols	BIZ-UDGothic	noise_0.02
000552.png	#	halfwidth_symbols	BIZ-UDGothic	contrast_1.1
000553.png	[	halfwidth_symbols	BIZ-UDMincho	original
000556.png	|	halfwidth_symbols	BIZ-UDGothic	original
000555.png	|	halfwidth_symbols	HiraginoKakuGothic W3	noise_0.02
000557.png	[	halfwidth_symbols	BIZ-UDMincho	rotate_2.0
000554.png	!	halfwidth_symbols	HiraginoMincho ProN	noise_0.02
000558.png	+	halfwidth_symbols	UDEVGothic	blur_1.0
000559.png	|	halfwidth_symbols	HiraginoKakuGothic W3	contrast_1.1
000561.png	!	halfwidth_symbols	HiraginoMincho ProN	contrast_1.1
000560.png	|	halfwidth_symbols	BIZ-UDGothic	rotate_2.0
000562.png	+	halfwidth_symbols	HiraginoKakuGothic W3	original
000563.png	}	halfwidth_symbols	HiraginoMincho ProN	original
000564.png	+	halfwidth_symbols	UDEVGothic	noise_0.02
000565.png	+	halfwidth_symbols	UDEVGothic	contrast_1.1
000566.png	+	halfwidth_symbols	HiraginoKakuGothic W3	rotate_2.0
000567.png	}	halfwidth_symbols	HiraginoMincho ProN	rotate_2.0
000568.png	'	halfwidth_symbols	UDEVGothic	original
000569.png	'	halfwidth_symbols	UDEVGothic	rotate_2.0
000570.png	[	halfwidth_symbols	BIZ-UDMincho	blur_1.0
000571.png	|	halfwidth_symbols	BIZ-UDGothic	blur_1.0
000572.png	[	halfwidth_symbols	BIZ-UDMincho	noise_0.02
000573.png	[	halfwidth_symbols	BIZ-UDMincho	contrast_1.1
000574.png	|	halfwidth_symbols	BIZ-UDGothic	noise_0.02
000575.png	}	halfwidth_symbols	HiraginoMincho ProN	blur_1.0
000576.png	|	halfwidth_symbols	BIZ-UDGothic	contrast_1.1
000577.png	;	halfwidth_symbols	BIZ-UDMincho	original
000578.png	+	halfwidth_symbols	HiraginoKakuGothic W3	blur_1.0
000579.png	"	halfwidth_symbols	BIZ-UDGothic	original
000581.png	'	halfwidth_symbols	UDEVGothic	blur_1.0
000580.png	}	halfwidth_symbols	HiraginoMincho ProN	noise_0.02
000582.png	;	halfwidth_symbols	BIZ-UDMincho	rotate_2.0
000583.png	}	halfwidth_symbols	HiraginoMincho ProN	contrast_1.1
000585.png	"	halfwidth_symbols	BIZ-UDGothic	rotate_2.0
000584.png	+	halfwidth_symbols	HiraginoKakuGothic W3	noise_0.02
000587.png	,	halfwidth_symbols	HiraginoMincho ProN	original
000588.png	+	halfwidth_symbols	HiraginoKakuGothic W3	contrast_1.1
000586.png	'	halfwidth_symbols	UDEVGothic	noise_0.02
000589.png	'	halfwidth_symbols	UDEVGothic	contrast_1.1
000590.png	'	halfwidth_symbols	HiraginoKakuGothic W3	original
000592.png	,	halfwidth_symbols	HiraginoMincho ProN	rotate_2.0
000593.png	'	halfwidth_symbols	HiraginoKakuGothic W3	rotate_2.0
000591.png	\	halfwidth_symbols	UDEVGothic	original
000594.png	;	halfwidth_symbols	BIZ-UDMincho	blur_1.0
000595.png	\	halfwidth_symbols	UDEVGothic	rotate_2.0
000596.png	"	halfwidth_symbols	BIZ-UDGothic	blur_1.0
000597.png	;	halfwidth_symbols	BIZ-UDMincho	noise_0.02
000598.png	;	halfwidth_symbols	BIZ-UDMincho	contrast_1.1
000599.png	,	halfwidth_symbols	HiraginoMincho ProN	blur_1.0
000600.png	'	halfwidth_symbols	HiraginoKakuGothic W3	blur_1.0
000601.png	"	halfwidth_symbols	BIZ-UDGothic	noise_0.02
000602.png	\	halfwidth_symbols	BIZ-UDMincho	original
000603.png	"	halfwidth_symbols	BIZ-UDGothic	contrast_1.1
000604.png	,	halfwidth_symbols	HiraginoMincho ProN	noise_0.02
000605.png	'	halfwidth_symbols	HiraginoKakuGothic W3	noise_0.02
000606.png	,	halfwidth_symbols	HiraginoMincho ProN	contrast_1.1
000608.png	'	halfwidth_symbols	HiraginoKakuGothic W3	contrast_1.1
000607.png	\	halfwidth_symbols	BIZ-UDMincho	rotate_2.0
000609.png	\	halfwidth_symbols	UDEVGothic	blur_1.0
000610.png	}	halfwidth_symbols	BIZ-UDGothic	original
000612.png	,	halfwidth_symbols	HiraginoKakuGothic W3	original
000611.png	;	halfwidth_symbols	HiraginoMincho ProN	original
000613.png	\	halfwidth_symbols	UDEVGothic	noise_0.02
000614.png	}	halfwidth_symbols	BIZ-UDGothic	rotate_2.0
000615.png	\	halfwidth_symbols	UDEVGothic	contrast_1.1
000616.png	,	halfwidth_symbols	HiraginoKakuGothic W3	rotate_2.0
000617.png	;	halfwidth_symbols	HiraginoMincho ProN	rotate_2.0
000618.png	,	halfwidth_symbols	UDEVGothic	original
000619.png	\	halfwidth_symbols	BIZ-UDMincho	blur_1.0
000620.png	,	halfwidth_symbols	UDEVGothic	rotate_2.0
000621.png	\	halfwidth_symbols	BIZ-UDMincho	noise_0.02
000623.png	,	halfwidth_symbols	HiraginoKakuGothic W3	blur_1.0
000624.png	\	halfwidth_symbols	BIZ-UDMincho	contrast_1.1
000622.png	}	halfwidth_symbols	BIZ-UDGothic	blur_1.0
000625.png	;	halfwidth_symbols	HiraginoMincho ProN	blur_1.0
000627.png	,	halfwidth_symbols	HiraginoKakuGothic W3	noise_0.02
000626.png	/	halfwidth_symbols	BIZ-UDMincho	original
000629.png	,	halfwidth_symbols	HiraginoKakuGothic W3	contrast_1.1
000628.png	}	halfwidth_symbols	BIZ-UDGothic	noise_0.02
000632.png	}	halfwidth_symbols	BIZ-UDGothic	contrast_1.1
000631.png	/	halfwidth_symbols	BIZ-UDMincho	rotate_2.0
000630.png	;	halfwidth_symbols	HiraginoMincho ProN	noise_0.02
000634.png	,	halfwidth_symbols	UDEVGothic	blur_1.0
000633.png	!	halfwidth_symbols	HiraginoKakuGothic W3	original
000635.png	;	halfwidth_symbols	HiraginoMincho ProN	contrast_1.1
000636.png	'	halfwidth_symbols	BIZ-UDGothic	original
000637.png	-	halfwidth_symbols	HiraginoMincho ProN	original
000639.png	'	halfwidth_symbols	BIZ-UDGothic	rotate_2.0
000640.png	!	halfwidth_symbols	HiraginoKakuGothic W3	rotate_2.0
000638.png	,	halfwidth_symbols	UDEVGothic	noise_0.02
000641.png	,	halfwidth_symbols	UDEVGothic	contrast_1.1
000642.png	-	halfwidth_symbols	HiraginoMincho ProN	rotate_2.0
000643.png	~	halfwidth_symbols	UDEVGothic	original
000644.png	/	halfwidth_symbols	BIZ-UDMincho	blur_1.0
000645.png	~	halfwidth_symbols	UDEVGothic	rotate_2.0
000647.png	'	halfwidth_symbols	BIZ-UDGothic	blur_1.0
000648.png	!	halfwidth_symbols	HiraginoKakuGothic W3	blur_1.0
000646.png	/	halfwidth_symbols	BIZ-UDMincho	noise_0.02
000649.png	/	halfwidth_symbols	BIZ-UDMincho	contrast_1.1
000650.png	-	halfwidth_symbols	HiraginoMincho ProN	blur_1.0
000651.png	!	halfwidth_symbols	HiraginoKakuGothic W3	noise_0.02
000652.png	'	halfwidth_symbols	BIZ-UDGothic	noise_0.02
000653.png	`	halfwidth_symbols	BIZ-UDMincho	original
000654.png	!	halfwidth_symbols	HiraginoKakuGothic W3	contrast_1.1
000656.png	'	halfwidth_symbols	BIZ-UDGothic	contrast_1.1
000655.png	~	halfwidth_symbols	UDEVGothic	blur_1.0
000657.png	-	halfwidth_symbols	HiraginoMincho ProN	noise_0.02
000658.png	`	halfwidth_symbols	BIZ-UDMincho	rotate_2.0
000659.png	/	halfwidth_symbols	HiraginoKakuGothic W3	original
000661.png	^	halfwidth_symbols	BIZ-UDGothic	original
000660.png	-	halfwidth_symbols	HiraginoMincho ProN	contrast_1.1
000662.png	~	halfwidth_symbols	UDEVGothic	noise_0.02
000663.png	^	halfwidth_symbols	BIZ-UDGothic	rotate_2.0
000664.png	/	halfwidth_symbols	HiraginoKakuGothic W3	rotate_2.0
000665.png	~	halfwidth_symbols	UDEVGothic	contrast_1.1
000666.png	[	halfwidth_symbols	HiraginoMincho ProN	original
000667.png	<	halfwidth_symbols	UDEVGothic	original
000668.png	[	halfwidth_symbols	HiraginoMincho ProN	rotate_2.0
000669.png	<	halfwidth_symbols	UDEVGothic	rotate_2.0
000670.png	`	halfwidth_symbols	BIZ-UDMincho	blur_1.0
000671.png	^	halfwidth_symbols	BIZ-UDGothic	blur_1.0
000672.png	/	halfwidth_symbols	HiraginoKakuGothic W3	blur_1.0
000673.png	`	halfwidth_symbols	BIZ-UDMincho	noise_0.02
000674.png	[	halfwidth_symbols	HiraginoMincho ProN	blur_1.0
000676.png	`	halfwidth_symbols	BIZ-UDMincho	contrast_1.1
000675.png	^	halfwidth_symbols	BIZ-UDGothic	noise_0.02
000678.png	<	halfwidth_symbols	UDEVGothic	blur_1.0
000679.png	^	halfwidth_symbols	BIZ-UDGothic	contrast_1.1
000677.png	/	halfwidth_symbols	HiraginoKakuGothic W3	noise_0.02
000681.png	~	halfwidth_symbols	BIZ-UDMincho	original
000682.png	/	halfwidth_symbols	HiraginoKakuGothic W3	contrast_1.1
000680.png	[	halfwidth_symbols	HiraginoMincho ProN	noise_0.02
000683.png	,	halfwidth_symbols	BIZ-UDGothic	original
000684.png	[	halfwidth_symbols	HiraginoMincho ProN	contrast_1.1
000686.png	;	halfwidth_symbols	HiraginoKakuGothic W3	original
000685.png	<	halfwidth_symbols	UDEVGothic	noise_0.02
000687.png	<	halfwidth_symbols	UDEVGothic	contrast_1.1
000689.png	~	halfwidth_symbols	BIZ-UDMincho	rotate_2.0
000690.png	,	halfwidth_symbols	BIZ-UDGothic	rotate_2.0
000691.png	;	halfwidth_symbols	HiraginoKakuGothic W3	rotate_2.0
000688.png	\	halfwidth_symbols	HiraginoMincho ProN	original
000692.png	!	halfwidth_symbols	UDEVGothic	original
000694.png	!	halfwidth_symbols	UDEVGothic	rotate_2.0
000693.png	\	halfwidth_symbols	HiraginoMincho ProN	rotate_2.0
000695.png	;	halfwidth_symbols	HiraginoKakuGothic W3	blur_1.0
000696.png	~	halfwidth_symbols	BIZ-UDMincho	blur_1.0
000697.png	,	halfwidth_symbols	BIZ-UDGothic	blur_1.0
000698.png	;	halfwidth_symbols	HiraginoKakuGothic W3	noise_0.02
000699.png	;	halfwidth_symbols	HiraginoKakuGothic W3	contrast_1.1
000700.png	~	halfwidth_symbols	BIZ-UDMincho	noise_0.02
000701.png	,	halfwidth_symbols	BIZ-UDGothic	noise_0.02
000702.png	!	halfwidth_symbols	UDEVGothic	blur_1.0
000704.png	~	halfwidth_symbols	BIZ-UDMincho	contrast_1.1
000703.png	\	halfwidth_symbols	HiraginoMincho ProN	blur_1.0
000705.png	,	halfwidth_symbols	BIZ-UDGothic	contrast_1.1
000706.png	`	halfwidth_symbols	HiraginoKakuGothic W3	original
000707.png	-	halfwidth_symbols	BIZ-UDMincho	original
000708.png	`	halfwidth_symbols	HiraginoKakuGothic W3	rotate_2.0
000710.png	!	halfwidth_symbols	BIZ-UDGothic	original
000709.png	!	halfwidth_symbols	UDEVGothic	noise_0.02
000711.png	-	halfwidth_symbols	BIZ-UDMincho	rotate_2.0
000713.png	!	halfwidth_symbols	UDEVGothic	contrast_1.1
000712.png	\	halfwidth_symbols	HiraginoMincho ProN	noise_0.02
000714.png	!	halfwidth_symbols	BIZ-UDGothic	rotate_2.0
000715.png	\	halfwidth_symbols	HiraginoMincho ProN	contrast_1.1
000716.png	?	halfwidth_symbols	UDEVGothic	original
000717.png	:	halfwidth_symbols	HiraginoMincho ProN	original
000718.png	?	halfwidth_symbols	UDEVGothic	rotate_2.0
000719.png	:	halfwidth_symbols	HiraginoMincho ProN	rotate_2.0
000720.png	`	halfwidth_symbols	HiraginoKakuGothic W3	blur_1.0
000721.png	-	halfwidth_symbols	BIZ-UDMincho	blur_1.0
000722.png	!	halfwidth_symbols	BIZ-UDGothic	blur_1.0
000724.png	-	halfwidth_symbols	BIZ-UDMincho	noise_0.02
000723.png	`	halfwidth_symbols	HiraginoKakuGothic W3	noise_0.02
000725.png	-	halfwidth_symbols	BIZ-UDMincho	contrast_1.1
000726.png	`	halfwidth_symbols	HiraginoKakuGothic W3	contrast_1.1
000727.png	!	halfwidth_symbols	BIZ-UDGothic	noise_0.02
000728.png	?	halfwidth_symbols	UDEVGothic	blur_1.0
000730.png	.	halfwidth_symbols	BIZ-UDMincho	original
000731.png	~	halfwidth_symbols	HiraginoKakuGothic W3	original
000729.png	!	halfwidth_symbols	BIZ-UDGothic	contrast_1.1
000732.png	:	halfwidth_symbols	HiraginoMincho ProN	blur_1.0
000733.png	?	halfwidth_symbols	UDEVGothic	noise_0.02
000734.png	;	halfwidth_symbols	BIZ-UDGothic	original
000735.png	~	halfwidth_symbols	HiraginoKakuGothic W3	rotate_2.0
000736.png	?	halfwidth_symbols	UDEVGothic	contrast_1.1
000737.png	:	halfwidth_symbols	HiraginoMincho ProN	noise_0.02
000738.png	.	halfwidth_symbols	BIZ-UDMincho	rotate_2.0
000739.png	;	halfwidth_symbols	BIZ-UDGothic	rotate_2.0
000740.png	:	halfwidth_symbols	HiraginoMincho ProN	contrast_1.1
000741.png	;	halfwidth_symbols	UDEVGothic	original
000742.png	.	halfwidth_symbols	HiraginoMincho ProN	original
000743.png	.	halfwidth_symbols	HiraginoMincho ProN	rotate_2.0
000744.png	;	halfwidth_symbols	UDEVGothic	rotate_2.0
000745.png	~	halfwidth_symbols	HiraginoKakuGothic W3	blur_1.0
000746.png	.	halfwidth_symbols	BIZ-UDMincho	blur_1.0
000747.png	;	halfwidth_symbols	BIZ-UDGothic	blur_1.0
000748.png	~	halfwidth_symbols	HiraginoKakuGothic W3	noise_0.02
000749.png	.	halfwidth_symbols	BIZ-UDMincho	noise_0.02
000751.png	.	halfwidth_symbols	HiraginoMincho ProN	blur_1.0
000752.png	~	halfwidth_symbols	HiraginoKakuGothic W3	contrast_1.1
000750.png	;	halfwidth_symbols	BIZ-UDGothic	noise_0.02
000753.png	;	halfwidth_symbols	UDEVGothic	blur_1.0
000754.png	.	halfwidth_symbols	BIZ-UDMincho	contrast_1.1
000755.png	;	halfwidth_symbols	BIZ-UDGothic	contrast_1.1
000756.png	[	halfwidth_symbols	HiraginoKakuGothic W3	original
000758.png	:	halfwidth_symbols	BIZ-UDMincho	original
000757.png	.	halfwidth_symbols	HiraginoMincho ProN	noise_0.02
000759.png	/	halfwidth_symbols	BIZ-UDGothic	original
000763.png	.	halfwidth_symbols	HiraginoMincho ProN	contrast_1.1
000762.png	:	halfwidth_symbols	BIZ-UDMincho	rotate_2.0
000761.png	[	halfwidth_symbols	HiraginoKakuGothic W3	rotate_2.0
000760.png	;	halfwidth_symbols	UDEVGothic	noise_0.02
000765.png	/	halfwidth_symbols	BIZ-UDGothic	rotate_2.0
000764.png	;	halfwidth_symbols	UDEVGothic	contrast_1.1
000766.png	~	halfwidth_symbols	HiraginoMincho ProN	original
000767.png	/	halfwidth_symbols	UDEVGothic	original
000768.png	~	halfwidth_symbols	HiraginoMincho ProN	rotate_2.0
000769.png	/	halfwidth_symbols	UDEVGothic	rotate_2.0
000770.png	[	halfwidth_symbols	HiraginoKakuGothic W3	blur_1.0
000771.png	:	halfwidth_symbols	BIZ-UDMincho	blur_1.0
000772.png	/	halfwidth_symbols	BIZ-UDGothic	blur_1.0
000773.png	[	halfwidth_symbols	HiraginoKakuGothic W3	noise_0.02
000774.png	[	halfwidth_symbols	HiraginoKakuGothic W3	contrast_1.1
000775.png	:	halfwidth_symbols	BIZ-UDMincho	noise_0.02
000776.png	:	halfwidth_symbols	BIZ-UDMincho	contrast_1.1
000777.png	/	halfwidth_symbols	BIZ-UDGothic	noise_0.02
000778.png	~	halfwidth_symbols	HiraginoMincho ProN	blur_1.0
000779.png	\	halfwidth_symbols	HiraginoKakuGothic W3	original
000780.png	/	halfwidth_symbols	UDEVGothic	blur_1.0
000781.png	/	halfwidth_symbols	BIZ-UDGothic	contrast_1.1
000782.png	_	halfwidth_symbols	BIZ-UDMincho	original
000783.png	_	halfwidth_symbols	BIZ-UDMincho	rotate_2.0
000785.png	~	halfwidth_symbols	BIZ-UDGothic	original
000786.png	\	halfwidth_symbols	HiraginoKakuGothic W3	rotate_2.0
000787.png	/	halfwidth_symbols	UDEVGothic	noise_0.02
000784.png	~	halfwidth_symbols	HiraginoMincho ProN	noise_0.02
000788.png	~	halfwidth_symbols	BIZ-UDGothic	rotate_2.0
000790.png	~	halfwidth_symbols	HiraginoMincho ProN	contrast_1.1
000789.png	/	halfwidth_symbols	UDEVGothic	contrast_1.1
000791.png	_	halfwidth_symbols	UDEVGothic	original
000792.png	`	halfwidth_symbols	HiraginoMincho ProN	original
000793.png	_	halfwidth_symbols	UDEVGothic	rotate_2.0
000794.png	`	halfwidth_symbols	HiraginoMincho ProN	rotate_2.0
000795.png	\	halfwidth_symbols	HiraginoKakuGothic W3	blur_1.0
000796.png	~	halfwidth_symbols	BIZ-UDGothic	blur_1.0
000797.png	_	halfwidth_symbols	BIZ-UDMincho	blur_1.0
000798.png	\	halfwidth_symbols	HiraginoKakuGothic W3	noise_0.02
000800.png	\	halfwidth_symbols	HiraginoKakuGothic W3	contrast_1.1
000799.png	~	halfwidth_symbols	BIZ-UDGothic	noise_0.02
000801.png	~	halfwidth_symbols	BIZ-UDGothic	contrast_1.1
000803.png	_	halfwidth_symbols	UDEVGothic	blur_1.0
000802.png	_	halfwidth_symbols	BIZ-UDMincho	noise_0.02
000804.png	_	halfwidth_symbols	HiraginoKakuGothic W3	original
000805.png	_	halfwidth_symbols	BIZ-UDMincho	contrast_1.1
000806.png	`	halfwidth_symbols	HiraginoMincho ProN	blur_1.0
